"#_Constructed_from_biom_file"																										
"#OTU_ID"	"Tiberias_Head_09_2017_B"	"Maayan1_09_2017_B"	"Ein7_09_2017_B"	"Fuliya4_09_2017_B"	"Tiberias_Head_01_2018_B"	"Tiberias_Pool_01_2018_B"	"Gesher_hana_01_2018_B"	"Maayan1_01_2018_B"	"Ein7_01_2018_B"	"Fuliya4_01_2018_B"	"Tiberias_Pool_09_2018_B"	"Gesher_hana_09_2018_B"	"Maayan1_09_2018_B"	"Ein7_0918_B"	"Fuliya4_09_2018_B"	"Tiberias_Head_01_2019_B"	"Tiberias_Pool_01_2019_B"	"Gesher_hana_01_2019_B"	"Maayan1_01_2019_B"	"Ein7_01_2019_B"	"Fuliya4_01_2019_B"	"Tiberias_Head_06_2018_B"	"Tiberias_Pool_06_2018_B"	"Tiberias_Pool_09_2017_B"	"Gesher_hana_09_2017_B"	"Nur_09_2017_B"
"99976"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000548496206235	0	0	0	0	0	0	0
"a263e"	0	0	0	0	0	0	0	0	0	0	0	0	0.000353294470942	0	0	0	0	0	0	0	0	0	0	0	0	0
"cd457"	0	0	0	0	0	0	0	0	0	0.001426940639269	0	0	0	0	0.001840688417468	0	0	0	0	0	0	0	0	0	0	0
"6d9f4"	0	0	0	0	0	0	0	0.005721642111286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"249be"	0	0	0	0	0	0	0	0	0	0	0	0	0.001978449037273	0	0	0	0	0	0	0	0	0	0	0	0	0
"684c3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105782792666	0	0	0	0	0	0	0	0
"9618c"	0	0	0	0	0	0	0	0.016235159490774	0.001836884643644	0.004708904109589	0	0.030140142061816	0	0	0.014817541760619	0	0	0.015303244005642	0	0	0.013317510548523	0	0	0	0	0.009213147410359
"b604a"	0	0	0	0	0	0	0	0	0	0	0	0	0.009680268503798	0	0	0	0	0	0.00169119663589	0	0.007383966244726	0	0	0	0	0
"ebd16"	0	0	0	0	0	0	0	0	0	0.001426940639269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"80202"	0	0	0	0	0	0	0	0	0	0.002654109589041	0	0	0	0	0.008812295798629	0	0	0.000141043723554	0	0	0.071861814345992	0	0	0	0	0
"7a29c"	0	0	0	0	0	0	0	0.002074095265341	0	0	0	0	0	0.030547699747415	0	0	0	0.006805359661495	0.003450955297559	0.008249085157849	0	0	0	0	0	0
"793c4"	0	0	0	0.013004484304933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02766"	0	0	0	0	0	0	0	0	0.002240999265246	0	0	0	0.003532944709415	0	0	0	0	0	0.001599780601518	0	0	0	0	0	0	0
"1be76"	0	0.016393442622951	0.013184584178499	0	0	0	0	0	0.012270389419545	0	0	0	0	0.006368601714125	0.004302609175832	0	0	0.006734837799718	0	0.018296843019289	0	0	0	0	0.02291325695581	0
"3292d"	0	0	0	0	0	0	0	0	0	0.001227168949772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aadc9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00049365303244	0.000571350214828	0	0	0	0	0	0	0
"65e53"	0	0	0	0	0	0	0	0.001287369475039	0	0.000342465753425	0	0	0.001236530648295	0	0	0	0	0.000846262341326	0	0	0	0	0	0	0	0
"96bcd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000571350214828	0	0	0	0	0	0	0
"84be2"	0	0	0	0	0	0	0	0	0	0.00037100456621	0	0	0	0	0.000667249551332	0	0	0	0	0	0	0	0	0	0	0
"b4e69"	0	0	0.050033806626099	0	0	0	0	0	0.002755326965467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"afaae"	0	0	0	0	0	0	0	0	0	0.000799086757991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d9886"	0	0	0	0	0	0	0	0.00464883421542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4cb24"	0	0	0	0	0	0	0	0.007938778429409	0	0.004994292237443	0	0	0	0	0	0	0	0.004795486600846	0	0	0	0	0	0	0	0
"1d98a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000914160343724	0	0	0	0	0	0	0
"94adb"	0	0	0	0	0	0	0	0	0	0	0	0	0.015403638933051	0	0	0	0	0	0	0	0	0	0	0	0	0
"25463"	0	0.034608378870674	0	0.026457399103139	0	0	0	0	0.001175606171932	0	0	0	0.005758699876347	0	0	0	0	0.020521861777151	0	0	0	0	0	0	0.009819967266776	0
