"# Constructed from biom file"																																								
"#OTU ID"	"Barbutim-09-2017"	"Haon-09-2017"	"Tiberias-Head-09-2017"	"Maayan1-09-2017"	"Ein7-09-2017"	"Fuliya4-09-2017"	"Tiberias-Pump-09-2017"	"Gesher-Hana-09-2017"	"Nur-09-2017"	"Barbutim-01-2018"	"Haon-01-2018"	"Tiberias-Pump-01-2018"	"Tiberias-Pool-01-2018"	"Gesher-Hana-01-2018"	"Nur-01-2018"	"Maayan1-01-2018"	"Ein7-01-2018"	"Fuliya4-01-2018"	"Barbutim-09-2018"	"Haon-09-2018"	"Tiberias-Head-09-2018"	"Tiberias-Pump-09-2018"	"Tiberias-Pool-09-2018"	"Gesher-Hana-09-2018"	"Nur-09-2018"	"Maayan1-09-2018"	"Ein7-09-2018"	"Fuliya4-09-2018"	"Barbutim-01-2019"	"Haon-01-2019"	"Tiberias-Head-01-2019"	"Tiberias-Pump-01-2019"	"Tiberias-Pool-01-2019"	"Gesher-Hana-01-2019"	"Nur-01-2019"	"Maayan1-01-2019"	"Ein7-01-2019"	"Fuliya4-01-2019"	"Tiberias-Head-06-2018"	"Tiberias-Pool-06-2018"
"af2c5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6f807"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2452	0	66	0	0	0	0	0	0	0
"2ecff"	0	0	0	0	0	0	0	0	0	0	0	3091	356	0	0	0	0	0	0	0	0	150	1724	0	0	0	0	0	0	0	713	0	0	0	0	0	0	0	0	524
"9041f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
"2c778"	0	0	0	0	0	0	0	0	0	0	0	0	0	22	35	292	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0
"a42cd"	25	44	3111	41	30	0	0	0	0	0	0	179	6944	0	0	0	0	0	0	0	0	379	6907	0	0	0	0	0	0	0	0	0	4903	0	0	0	0	0	0	1909
"cd7d2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"68cc5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	19	37	66	0	0	0
"b7a02"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"adf84"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0
"fd5a6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	29	59	0	0	0
"d6d02"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"afd91"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	69	0	0	0	0
"47125"	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
"386b8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4bcab"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	222	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7e610"	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c1d69"	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"41acc"	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"b338c"	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	66	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
"ec70b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	13	0	0	0	0
"b30fb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"37ca0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	89	63	0	0	0
"eec4c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dd66c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
"72335"	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	36	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"83bd3"	0	0	0	0	0	0	0	0	0	37	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	0	0	0	0
"98fa8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0
"46a09"	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	3870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f4bb3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
"9f25f"	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6c05b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	19	0	0	0	0
"ba420"	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1de1b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0
"8e7a8"	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"58d33"	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0
"6ed1a"	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	37	0	0	0	0	38	0	0	0	84	34	0	0	0	0	0	0
"79752"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	52	146	58	0	0	0
"c70f9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
"cda78"	0	0	0	0	0	0	0	0	0	3138	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	1504	0	0	0	0	0	0	0	0	0	0	0
"c79cb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	103	42	0	0	0
"1bc9e"	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
"4e084"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	170	275	526	0	0	0
"a1900"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3eeb6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0
"20019"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0
"eaf2e"	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8b869"	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ec8c6"	0	0	0	278	10	0	0	15	52	0	0	0	0	150	123	1463	0	0	0	0	0	0	0	21	1927	31	44	0	0	0	0	0	0	0	0	349	76	0	0	0
"f8010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	68	62	0	0	0
"149c1"	36	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"680ff"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
"13062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	17	0	0	0
"8d03d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
"a4b58"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8f757"	0	0	0	0	0	0	0	0	0	2820	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
"776fc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	70	0	0	0
"582bc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
"be063"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	85	0	0	0
"f488b"	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	21	0	0	0
"dbd65"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0
"d239d"	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"08322"	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3f2a2"	0	0	0	0	0	96	0	0	0	15	0	0	0	73	188	63	0	290	116	0	0	0	0	123	0	130	0	0	88	0	0	0	0	0	0	0	0	263	0	0
"9c319"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968	0	0	0	0	0	0	0	0	0
"252c1"	0	0	0	0	0	0	0	0	0	8673	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	1229	0	0	0	0	52	0	0	0	0	0	0
"36a51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
"2306b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	70	0	0
"8ad93"	0	0	0	0	0	0	0	0	0	0	0	0	0	27	28	0	0	0	0	0	0	0	0	0	845	16	0	0	0	0	0	0	0	0	43	0	0	0	0	0
"0ea9b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"11dd3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"192fb"	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	36	108	138	83	0	0	0
"7b313"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	29	71	0	0	0
"4bfd1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	209	84	165	0	0	0
"58536"	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aa0d1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	24	45	0	0	0	0
"af402"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	46	0	0	0	0	0	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b4a30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	353	177	308	0	0	0
"4e2de"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	24	0	0	0	0
"be04b"	0	0	0	0	15	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a3c10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	535	118	423	0	0	0
"9415b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0
"35f37"	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"267a3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	37	0	0	0
"a6255"	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7f0d5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0
"3dc25"	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
"3176f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c2e94"	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0
"423ba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7aa7b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
"5fb2d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0
"a9461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	12	0	0	0
"22e89"	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f34f5"	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	21	0	0	0	0
"985ba"	0	0	0	0	0	0	0	0	0	0	0	29	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6018a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b5f40"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	56	0	0	0
"9f859"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
"93ca2"	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	88	96	0	0	0	0
"15412"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	65	0	0
"4ce3f"	0	0	0	0	0	0	0	14	0	0	0	0	0	279	50	169	0	351	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	251	0	0
"ad1e2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a1876"	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"29f38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	22	0	0	0
"d4ad5"	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	405	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"79729"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0
"1f1fc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	16	0	0	0	0	0
"4ce13"	0	0	0	44	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	93	0	0	0	0
"ef79e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0
"71645"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	24	0	0
"f5d0c"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	44	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	20	0	0	0
"49301"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	86	201	21	0	0	0
"750d9"	0	0	0	26	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"76f7d"	0	0	0	0	0	0	0	41	0	0	0	0	0	58	32	0	0	0	0	0	0	0	0	1065	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0
"e3469"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	42	0	0	0
"ac939"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
"78ebe"	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	81	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	122	0	0	0
"c844f"	0	0	0	0	0	0	0	0	0	0	0	0	0	45	32	0	0	0	0	0	0	0	0	0	0	929	0	0	0	0	0	0	0	0	27	0	0	0	0	0
"58fc3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
"2da71"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	40	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	31	0	30	0	0	0
"86ddf"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	50	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	601	1138	370	0	0	0
"f8e89"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
"778b9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	76	0	0	0
"78883"	18	0	0	0	0	0	0	0	28	0	0	0	0	31	0	531	0	91	403	0	0	0	0	0	0	74	26	0	202	0	0	0	0	0	17	0	0	0	0	0
"81ebe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c0dad"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	258	0	0
"9de37"	101	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0
"e4e04"	0	0	0	0	0	0	0	0	0	0	0	0	0	23	74	107	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	55	0	0	0	0	0
"dae68"	0	0	0	35	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	21	11	0	0	0	0	0	0	11	0	0	0	0	0	0
"e130e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
"b9b18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	42	0	23	0	0	0
"1165a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	27	15	0	0	0
"d92ee"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
"72795"	0	0	190	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	0	0	0	439	4801	0	0	0	0	0	0	0	0	0	2524	0	0	0	0	0	0	0
"d0476"	0	0	0	0	0	0	0	0	0	0	0	0	0	82	97	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9c6e4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0
"7c2b6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
"c96cf"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
"fc9bb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	98	142	253	0	0	0
"64fce"	0	0	0	0	0	38	0	0	0	274	0	0	0	0	0	0	0	949	0	0	0	0	76	33	0	246	606	1120	0	0	321	0	0	0	0	0	0	2863	0	0
"c7747"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	49	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	14	0	0	0
"de737"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
"cb02e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
"b9d3b"	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0
"5fa42"	0	0	0	0	0	50	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"302bc"	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fce1d"	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	47	0	0	609	32	0	0	0	0	0	0	0	0	25	0	40	0	0	0
"2ecc2"	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0
"e5fca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ae7f8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
"16182"	0	0	0	0	14	0	0	0	36	0	0	0	0	0	0	163	0	69	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	48	0	0	0	0	0
"084cf"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	25	0	0	0	0
"78bc1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	21	0	0	0	0	353	0
