"# Constructed from biom file"																										
"#OTU ID"	"Tiberias_Pool_09_2017"	"Tiberias_Head_09_2017"	"Tiberias_Pool_09_2018"	"Tiberias_Pool_01_2019"	"Tiberias_Pool_06_2018"	"Tiberias_Pool_01_2018"	"Tiberias_Head_01_2019"	"Tiberias_Head_06_2018"	"Tiberias_Head_01_2018"	"Nur_09_2017"	"Maayan1_09_2017"	"Gesher_hana_09_2017"	"Maayan1_09_2018"	"Gesher_hana_09_2018"	"Ein7_09_2018"	"Maayan1_01_2018"	"Fuliya4_01_2019"	"Ein7_01_2018"	"Gesher_hana_01_2018"	"Fuliya4_09_2017"	"Fuliya4_01_2018"	"Ein7_09_2017"	"Fuliya4_09_2018"	"Maayan1_01_2019"	"Gesher_hana_01_2019"	"Ein7_01_2019"
"e1f8e32835db1e8e6ff038904f79d0c8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	20	0	0	0	0	0	0	0	79
"9cdf366dad8bcb284b4262284279a022"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	0
"4182fd6d092d9258de60582bea98e117"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0
"bbb6859b6c45fa593ff6a122e9a4c3bf"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0
"963540a44cad918f59ec09d52d37de23"	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	25	0
"0b60c3468174e3c78ca6d8fd75051a60"	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	44
"3a13a4204d7bb7f2d97e7c25e7b13c5e"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	79	0
"984295a1dd21314077a52d8ab4a0e393"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
"90c29bd074c1d11043446a13db254404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
"f39229565ea07934c9037d8b30e00ffa"	0	121	0	0	0	104	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"39d50055e32b014fccd225df722a983a"	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	0	0
"fdb836ae7865f2c880c9ba14545f8481"	0	81	42	32	240	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5d5f609eb982494411678f82d460f969"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
"e0e9db8440b2655c61b430577a4d7f5c"	0	41	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"332c5a25baed8c2a7cffa83139fa8049"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1087	0	0	0
"4c6734053abff24dc84cebf880368fb8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	7	0	0	0	0	0	10	0	142
"3e590843eee0d47b3ba4f43bb7280ce6"	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	69
"a8721a77cb7a43fc7de470a8b6041a49"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
