"#_Constructed_from_biom_file"																																								
"OTU_ID"	"Barbutim_09_2017_W"	"Haon_09_2017_W"	"Tiberias_Head_09_2017_W"	"Maayan1_09_2017_W"	"Ein7_09_2017_W"	"Fuliya4_09_2017_W"	"Tiberias_Pump_09_2017_W"	"Gesher_hana_09_2017_W"	"Nur_09_2017_W"	"Barbutim_01_2018_W"	"Haon_01_2018_W"	"Tiberias_Pump_01_2018_W"	"Tiberias_Pool_01_2018_W"	"Gesher_hana_01_2018_W"	"Nur_01_2018_W"	"Maayan1_01_2018_W"	"Ein7_01_2018_W"	"Fuliya4_01_2018_W"	"Barbutim_09_2018_W"	"Haon_09_2018_W"	"Tiberias_Head_09_2018_W"	"Tiberias_Pump_09_2018_W"	"Tiberias_Pool_09_2018_W"	"Gesher_hana_09_2018_W"	"Nur_09_2018_W"	"Maayan1_09_2018_W"	"Ein7_09_2018_W"	"Fuliya4_09_2018_W"	"Barbutim_01_2019_W"	"Haon_01_2019_W"	"Tiberias_Head_01_2019_W"	"Tiberias_Pump_01_2019_W"	"Tiberias_Pool_01_2019_W"	"Gesher_hana_01_2019_W"	"Nur_01_2019_W"	"Maayan1_01_2019_W"	"Ein7_01_2019_W"	"Fuliya4_01_2019_W"	"Tiberias_Head_06_2018_W"	"Tiberias_Pool_06_2018_W"
"4ac72"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077645492864	0	0	0.000207468879668	0	0	0
"6a48d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002070546476374	0.001770956316411	0	0.002548903378779	0	0	0
"e32eb"	0	0	0	0	0.010883482714469	0.06236442516269	0	0	0	0.001277139208174	0	0	0	0.001477104874446	0	0	0	0	0.003395215549464	0	0	0	0	0.000993763278733	0	0	0	0	0.000953449242849	0	0	0	0	0.000702506840198	0	0	0	0	0	0
"6a6f2"	0	0	0	0.015562367366187	0	0	0	0	0	0	0	0	0	0	0.001389921453276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"af2c5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002306499792037	0	0	0	0	0	0	0	0.000514015489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6f807"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333288025010194	0	0.001419721218379	0	0	0	0	0	0	0
"2ecff"	0	0	0	0	0	0	0	0	0	0	0	0.096158033908851	0.02698605215282	0	0	0	0	0	0	0	0	0.005938007204782	0.034819138408095	0	0	0	0	0	0	0	0.096914503194237	0	0	0	0	0	0	0	0	0.032747953252922
"9041f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001399024464022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001837581505631	0	0	0
"2c778"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001547443201801	0.001131331415457	0.011040949824177	0.001543298085167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004215041041189	0	0	0	0	0	0
"a42cd"	0.00446667857781	0.006427110721589	0.815037987948651	0.009667531242631	0.009603072983355	0	0	0	0	0	0	0.005568517654379	0.526379624014554	0	0	0	0	0	0	0	0	0.015003364870749	0.139498717508533	0	0	0	0	0	0	0	0	0	0.105468077783514	0	0	0	0	0	0	0.119305043434785
"cd7d2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002521008403361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"68cc5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002949294816047	0.00117176336096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000480662574872	0.00056080283353	0.001048099257832	0.001956135151156	0	0	0
"b7a02"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000485853100886	0	0	0	0	0	0	0.000445480090467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"adf84"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012164678844554	0	0
"fd5a6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001663831989943	0	0.000821483202085	0.001748666271488	0	0	0
"d6d02"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001422245208003	0	0	0	0	0	0	0	0	0	0	0.002215431627196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"afd91"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001066683906003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159386068477	0.001954563480823	0	0	0	0
"47125"	0	0	0	0	0	0	0	0.072704081632653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001145287958115	0	0	0	0	0	0	0	0	0	0	0	0	0
"386b8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039777668544637	0	0	0	0	0	0	0	0.005071619491467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4bcab"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001002036396548	0.008394146784134	0.000514432695056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7e610"	0	0	0	0	0.003841229193342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c1d69"	0	0	0	0	0	0	0	0	0	0.000401386608283	0	0	0	0	0	0	0	0	0.000654124096686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"41acc"	0	0	0	0	0	0	0	0	0	0	0	0	0.00212249848393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129065565307	0	0	0	0	0	0	0
"b338c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003024548076247	0	0.00249555715204	0	0.003599918183678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001664223164401	0	0
"ec70b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000678866587957	0.00036825109059	0	0	0	0
"b30fb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290913792546	0.001588081824025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"37ca0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002070546476374	0	0.002521103620191	0.001867219917012	0	0	0
"eec4c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457273506716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dd66c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000905065132366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001019772250864	0	0	0	0
"72335"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001828796511219	0	0.001361212992022	0	0.001349969318879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"83bd3"	0	0	0	0	0	0	0	0	0	0.000675059295749	0	0.001897651267693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025807341981783	0	0	0	0	0	0	0	0
"98fa8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006708938433217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007845623489321	0	0
"46a09"	0	0	0	0	0	0	0	0	0	0.001642036124795	0	0	0	0	0	0	0	0	0.120545726389235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f4bb3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000549503830365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077645492864	0	0	0	0	0	0
"9f25f"	0	0	0	0	0	0	0	0	0	0	0	0.005101882096749	0	0	0	0	0	0	0	0	0	0.004789992478524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6c05b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047225501771	0.0005382131324	0	0	0	0
"ba420"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004571991278047	0	0	0	0	0	0	0	0	0	0.003700911520801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1de1b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002107520520595	0	0	0	0	0	0
"8e7a8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002250826475346	0	0.002835860400045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"58d33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003094886403601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002736079272351	0	0	0	0	0	0
"6ed1a"	0	0	0	0.013911813251592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006167455768752	0	0	0	0	0.001267904872867	0	0	0	0	0.001065619742008	0	0	0	0.0018069179143	0.001257117503513	0	0	0	0	0	0
"79752"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002366338830141	0.001534828807556	0.004135743017393	0.001719027860107	0	0	0
"c70f9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000371534724207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036825109059	0	0	0	0
"cda78"	0	0	0	0	0	0	0	0	0	0.057252326217844	0	0	0	0	0	0	0	0	0.002865686518814	0	0	0	0	0	0	0	0	0	0.042176107683679	0	0	0	0	0	0	0	0	0	0	0
"c79cb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010634515305298	0	0.003886824807088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002272727272727	0.00291768171775	0.001244813278008	0	0	0
"1bc9e"	0	0	0	0	0.003841229193342	0	0	0	0	0	0	0	0	0	0	0	0.001629036867676	0	0	0	0	0	0	0.001576314166267	0	0	0	0	0	0	0	0	0	0.000850403017082	0	0	0	0	0	0
"4e084"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009058640834134	0.005017709563164	0.007789926916322	0.015589804386485	0	0	0
"a1900"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00190016230553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3eeb6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015200211744243	0	0	0	0	0	0	0	0	0	0.001239669421488	0	0	0	0	0
"20019"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001963591736551	0	0	0	0	0	0	0	0	0	0.002465262214254	0	0	0	0	0	0	0	0	0	0	0	0
"eaf2e"	0	0	0	0	0	0.009761388286334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8b869"	0	0	0	0	0	0	0	0	0	0	0	0.000653289780681	0	0	0	0	0	0	0	0	0	0	0	0.000514015489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ec8c6"	0	0	0	0.06555057769394	0.003201024327785	0	0	0.019132653061225	0.030338389731622	0	0	0	0	0.010550749103186	0.003975821831464	0.055318183536885	0	0	0	0	0	0	0	0.0007196216846	0.072862706545166	0.002368220015279	0.003599476439791	0	0	0	0	0	0	0	0	0.009886125431987	0.002252519264967	0	0	0
"f8010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002951593860685	0.001926236473854	0.001837581505631	0	0	0
"149c1"	0.006432017152046	0	0	0	0	0	0	0	0	0.003484765553731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"680ff"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001519216472185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000413223140496	0	0	0	0	0
"13062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001172155632019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000850403017082	0	0	0.00050385299348	0	0	0
"8d03d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000529360608008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000509886125432	0	0	0	0
"a4b58"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001145912910619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8f757"	0	0	0	0	0	0	0	0	0	0.051450465243569	0	0	0	0	0	0	0	0	0.00728881136307	0	0	0	0	0	0	0	0	0	0.001121704991587	0	0	0	0	0	0	0	0	0	0	0
"776fc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001195978924912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001446280991736	0	0.002074688796681	0	0	0
"582bc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001361212992022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000554610663314	0	0	0	0	0	0
"be063"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00269910522813	0	0	0.002519264967398	0	0	0
"f488b"	0	0	0	0	0.006081946222791	0	0	0	0	0	0	0	0	0	0	0	0	0.009695234199223	0	0	0	0	0	0	0	0	0	0.005826983415509	0	0	0	0	0	0	0	0	0.000622406639004	0	0	0
"dbd65"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004728942498801	0	0	0	0	0	0	0	0	0	0.002477260962804	0	0	0	0	0	0
"d239d"	0	0	0	0	0	0	0	0	0.017502917152859	0	0	0	0	0	0	0.001096532688018	0	0	0	0	0	0	0	0	0.005482663440088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"08322"	0	0	0	0	0	0	0.214285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001583468587942	0	0	0.00310054070405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3f2a2"	0	0	0	0	0	0.052060737527115	0	0	0	0.000273672687466	0	0	0	0.005134697896884	0.006076865888742	0.002382122736038	0	0.011863366741665	0.003613256915026	0	0	0	0	0.004214927009801	0	0.009931245225363	0	0	0.002467750981492	0	0	0	0	0	0	0	0	0.010421206958038	0	0
"9c319"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001588081824025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131575370395542	0	0	0	0	0	0	0	0	0
"252c1"	0	0	0	0	0	0	0	0	0	0.15823754789272	0	0	0	0	0	0	0	0	0.001837777224022	0	0	0	0	0	0	0	0	0	0.034464385866517	0	0	0	0	0.00192265029949	0	0	0	0	0	0
"36a51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001486892717458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001210153482881	0	0	0	0	0
"2306b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076839341743	0	0	0	0	0	0	0	0	0	0.002773705274002	0	0
"8ad93"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001899134838574	0.000905065132366	0	0	0	0	0	0	0	0	0	0.031950693840511	0.00122230710466	0	0	0	0	0	0	0	0	0.001269185360094	0	0	0	0	0
"0ea9b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000840417622911	0	0.000485853100886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"11dd3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010700646576171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"192fb"	0	0	0	0	0	0	0	0	0	0.000492610837438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001227094240838	0	0	0	0	0	0	0.001331065591954	0.00318772136954	0.003909126961645	0.002459988144635	0	0	0
"7b313"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001928385072031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002095631641086	0.000821483202085	0.002104327208062	0	0	0
"4bfd1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003364638024107	0.006168831168831	0.002379468585349	0.00489033787789	0	0	0
"58536"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008932967574031	0	0	0	0	0	0	0	0	0	0.007504626139401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aa0d1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122230710466	0	0	0	0	0	0	0	0	0.000708382526564	0.00127471531358	0	0	0	0
"af402"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010549400688169	0	0.001881775414195	0	0	0	0	0	0	0.037773660528604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b4a30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00384530059898	0.010419126328217	0.005013880233415	0.009128630705394	0	0	0
"4e2de"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001096532688018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000767414403778	0.000679848167243	0	0	0	0
"be04b"	0	0	0	0	0.004801536491677	0	0	0	0	0.002189381499726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a3c10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347556015677	0.015791027154664	0.003342586822276	0.012537048014227	0	0	0
"9415b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171315900055	0.002798048928045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00291768171775	0	0	0	0
"35f37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000844059928255	0	0.000794040912013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"267a3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001745482755277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002237833550507	0.001096621221103	0	0	0
"a6255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002602518112119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7f0d5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000918790752816	0	0	0
"3dc25"	0	0	0	0	0	0.005965292841649	0	0	0	0	0	0	0	0	0	0	0	0.004008999795459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003209573245631	0	0
"3176f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244461420932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c2e94"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011324470704087	0	0	0	0	0	0	0	0	0	0.003529573024467	0	0	0	0	0	0	0	0	0	0.001700806034164	0	0	0	0	0	0
"423ba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001195978924912	0.005974212576096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7aa7b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003327409536053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114619537085	0	0	0	0	0	0
"5fb2d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001781402161435	0	0	0	0	0	0	0	0.001137225170584	0	0	0	0	0	0	0	0	0	0
"a9461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001800472255018	0	0.000355660936574	0	0	0
"22e89"	0	0	0	0	0.007042253521127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f34f5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002180488147992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000850403017082	0	0.000594867146337	0	0	0	0
"985ba"	0	0	0	0	0	0	0	0	0	0	0	0.000902162078084	0.004320800485143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6018a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002495397831867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b5f40"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000483025117306	0	0	0	0	0.001659751037344	0	0	0
"9f859"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002684614512043	0	0	0	0	0	0	0	0.005894044273867	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000871735943258	0	0
"93ca2"	0	0	0	0	0	0	0	0	0	0.001240649516512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002439708356702	0	0	0	0	0	0.002597402597403	0.002719392668971	0	0	0	0
"15412"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001513601963592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001663831989943	0	0	0	0.002575583468717	0	0
"4ce3f"	0	0	0	0	0	0	0	0.017857142857143	0	0	0	0	0	0.019624393331927	0.001616187736367	0.006390138768102	0	0.014358764573533	0	0	0	0	0	0	0	0	0.00229057591623	0	0	0	0	0	0	0	0	0	0	0.009945714625352	0	0
"ad1e2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001679117264067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a1876"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005767742843075	0	0	0	0	0	0	0	0	0	0.0034953053252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"29f38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002124525522633	0.000652045050385	0	0	0
"d4ad5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005767742843075	0	0	0	0	0	0	0	0	0	0.013878418203002	0	0.002750190985485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"79729"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000899979545919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003922811744661	0	0
"1f1fc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001183169415071	0.00047225501771	0	0	0	0	0
"4ce13"	0	0	0	0.010374911577458	0	0	0	0	0	0	0	0	0	0	0.000775770113456	0	0	0	0	0	0	0	0	0	0	0.002979373567609	0	0	0	0	0	0	0	0	0	0.002634411648065	0	0	0	0
"ef79e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007053136268178	0	0
"71645"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005282704744829	0	0	0	0	0	0	0	0	0	0.000950984665372	0	0
"f5d0c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000351691636773	0.001422245208003	0.000756229440012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001441987724617	0	0	0.000592768227623	0	0	0
"49301"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038822746432	0.002538370720189	0.005693728400657	0.000622406639004	0	0	0
"750d9"	0	0	0	0.006130629568498	0	0	0	0	0.011668611435239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"76f7d"	0	0	0	0	0	0	0	0.052295918367347	0	0	0	0	0	0.004079622986565	0.001034360151275	0	0	0	0	0	0	0	0	0.036495099719005	0	0	0.004826570680628	0	0	0	0	0	0	0	0	0	0	0	0	0
"e3469"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001328217237308	0	0.001244813278008	0	0	0
"ac939"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002382122736038	0.000828808230923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000764829188148	0	0	0	0
"78ebe"	0	0	0	0	0	0	0	0	0	0.001642036124795	0	0	0	0	0	0.003062729232049	0.001657616461846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002266160557476	0.0036158861885	0	0	0
"c844f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003165224730956	0.001034360151275	0	0	0	0	0	0	0	0	0	0	0.070970206264324	0	0	0	0	0	0	0	0	0.000796930342385	0	0	0	0	0
"58fc3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001228302679639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793156195116	0	0	0	0
"2da71"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001325273943821	0.001512458880024	0.002143469562732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000739480884419	0.000914994096812	0	0.000889152341434	0	0	0
"86ddf"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004783915699648	0.00189057360003	0.006458988282366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020335724321526	0.017739079102716	0.032236133930089	0.010966212211026	0	0	0
"f8e89"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001777139184028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001210153482881	0	0	0	0	0
