"#_Constructed_from_biom_file"																																								
"OTU_ID"	"Barbutim_09_2017_W"	"Haon_09_2017_W"	"Tiberias_Head_09_2017_W"	"Maayan1_09_2017_W"	"Ein7_09_2017_W"	"Fuliya4_09_2017_W"	"Tiberias_Pump_09_2017_W"	"Gesher_hana_09_2017_W"	"Nur_09_2017_W"	"Barbutim_01_2018_W"	"Haon_01_2018_W"	"Tiberias_Pump_01_2018_W"	"Tiberias_Pool_01_2018_W"	"Gesher_hana_01_2018_W"	"Nur_01_2018_W"	"Maayan1_01_2018_W"	"Ein7_01_2018_W"	"Fuliya4_01_2018_W"	"Barbutim_09_2018_W"	"Haon_09_2018_W"	"Tiberias_Head_09_2018_W"	"Tiberias_Pump_09_2018_W"	"Tiberias_Pool_09_2018_W"	"Gesher_hana_09_2018_W"	"Nur_09_2018_W"	"Maayan1_09_2018_W"	"Ein7_09_2018_W"	"Fuliya4_09_2018_W"	"Barbutim_01_2019_W"	"Haon_01_2019_W"	"Tiberias_Head_01_2019_W"	"Tiberias_Pump_01_2019_W"	"Tiberias_Pool_01_2019_W"	"Gesher_hana_01_2019_W"	"Nur_01_2019_W"	"Maayan1_01_2019_W"	"Ein7_01_2019_W"	"Fuliya4_01_2019_W"	"Tiberias_Head_06_2018_W"	"Tiberias_Pool_06_2018_W"
"2a112"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001886253215204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000737898465171	0	0	0	0	0
"7a29c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00414996131392	0.000420208811456	0	0.000600171477565	0.003068112088362	0	0	0	0	0	0.001199369474334	0	0	0	0	0	0	0	0	0	0.001663831989943	0	0.001359696334485	0	0	0	0
"793c4"	0	0	0	0.024522518273992	0.031049935979514	0.031453362255965	0	0.021683673469388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"db5f2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001218061299643	0.00103734439834	0	0	0
"1ef1f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00536574328474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001652892561983	0.000793156195116	0.002519264967398	0	0	0
"d1b7f"	0	0.021910604732691	0	0	0	0	0	0	0	0	0.058461746417951	0.025540519520921	0	0	0	0	0	0	0	0.012857080170258	0	0.183167728910178	0	0	0	0	0	0	0	0.049300817117345	0	0	0	0	0	0	0	0	0	0
"02766"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001814950656029	0	0.007036203722643	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276014352746	0	0	0	0	0	0	0	0
"54c81"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001368039636175	0.001092089728453	0	0.000918790752816	0	0	0
"2a853"	0.040914775772735	0	0	0	0	0	0	0	0	0.005655902207626	0	0	0	0	0	0	0	0	0.010746324445552	0	0	0	0	0	0	0	0	0	0.002832305103758	0	0	0.000989051430674	0	0	0	0	0	0	0	0
"e2aff"	0	0	0	0.007545390238151	0	0	0	0	0	0	0	0.001182143412661	0	0	0	0.000756229440012	0	0.000859071384741	0	0	0	0.003404457464075	0	0	0	0.004048892284186	0	0	0	0	0	0	0	0	0	0	0	0.00154535008123	0	0
"1be76"	0	0	0	0	0.013764404609475	0	0	0.01530612244898	0	0.002718482028827	0	0	0	0.004712667932757	0	0	0.000571591883395	0	0	0	0	0	0	0.006339524364334	0	0	0	0.001504770442467	0	0	0	0	0	0.001700806034164	0	0	0	0	0	0
"0a011"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001777139184028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001663831989943	0	0.002096198515665	0	0	0	0
"e3fd1"	0	0	0	0	0	0	0	0	0.025670945157526	0	0	0	0	0	0	0.022989374976368	0	0	0	0	0	0	0	0	0.057964986576928	0	0	0	0	0	0	0	0	0	0.001446280991736	0	0	0	0	0
"fb7a7"	0	0	0	0	0	0	0	0	0	0	0	0.001275470524187	0	0	0	0	0	0	0	0	0	0.003958671469855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3292d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002249948864799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002773053316572	0	0	0	0	0	0
"aadc9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005462714548922	0	0.030608745355816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010019965983879	0.012780401416765	0.014900005665401	0.011499703615886	0	0	0
"65e53"	0	0	0	0	0.007682458386684	0	0	0.020408163265306	0	0	0	0	0	0.002672856439474	0	0	0.000714489854244	0	0	0	0	0	0	0.000993763278733	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00210009113603	0	0
"7164a"	0	0	0	0	0	0	0	0.011479591836735	0	0	0	0	0	0.004009284659211	0	0	0	0	0	0	0	0	0	0	0	0	0.089332460732984	0	0	0	0	0	0	0.012682097167788	0	0	0	0	0	0
"96bcd"	0	0	0	0	0	0	0	0	0	0.000547345374932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000628558751756	0	0	0	0	0	0
"84be2"	0	0	0	0	0	0.01409978308026	0	0	0.009918319719953	0	0	0	0	0	0	0	0	0.002454489670689	0.00594941440319	0	0	0	0	0	0	0	0.000818062827225	0.002785426138183	0.001065619742008	0	0	0	0	0.000998299193966	0	0	0	0	0	0
"09c1e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048485632091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000265643447462	0	0	0	0	0
"b4e69"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001121355594318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a4a18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001406766547092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001244813278008	0	0	0
"afaae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000792487221144	0	0
"d9886"	0	0	0	0.012025465692054	0.005441741357234	0	0	0	0	0	0	0.001990978379219	0	0.007033832735458	0.069205158871255	0.011040949824177	0	0	0	0	0	0.00300859031709	0	0	0	0	0	0	0	0	0	0	0	0.003660430377875	0.0021546635183	0.005183842275225	0.003793716656787	0	0	0
"8634a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001701516240027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001331369327517	0	0	0	0
"eee9c"	0	0	0	0	0.042893725992318	0	0	0	0	0	0	0	0	0	0	0	0.001457559302658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4cb24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007299019943801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1f87c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001020909744016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000619834710744	0	0	0	0	0
"1d98a"	0	0	0	0	0	0	0	0	0.015169194865811	0	0	0	0	0	0	0.003365221008054	0	0	0	0	0	0	0	0	0	0	0.003190445026178	0	0	0	0	0	0	0.001257117503513	0	0	0	0	0	0
"94adb"	0	0	0	0	0	0.024945770065076	0	0	0	0	0	0	0	0	0	0.002533368624041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005151166937433	0	0
"f481b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001357597698549	0	0.000571591883395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001035273238187	0	0	0	0	0	0
"25463"	0	0	0	0	0	0.005965292841649	0	0	0	0	0	0	0	0.005627066188366	0	0	0	0	0	0	0	0	0	0.021794256733603	0	0.001909854851031	0	0	0	0	0	0	0	0.002773053316572	0	0	0	0	0	0
"2dfdf"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192265029949	0	0	0	0	0	0
"5b9cb"	0	0	0	0	0.006722151088348	0	0	0	0	0	0	0	0	0.002391503130056	0	0.001777139184028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"45b4f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00502892577608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001446280991736	0.001104753271769	0.00231179608773	0	0	0
"cfa64"	0	0	0	0	0	0	0.091836734693878	0	0	0	0	0.29192720485301	0	0	0	0	0	0	0	0	0	0.003285697319979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"97307"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000531286894923	0.000424905104527	0	0	0	0
"be50d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00736312893393	0.009835800698806	0	0	0	0	0	0	0	0	0	0.007808466701084	0	0	0	0	0	0	0
"75a73"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85478158205431E-05	0.000821483202085	0.000237107291049	0	0	0
"f5c81"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000480662574872	0.000413223140496	0	0	0	0	0
"fce86"	0	0	0	0	0.008962868117798	0	0	0	0	0	0	0	0	0	0.000937388887093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"80658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000855962219599	0.001019772250864	0.000859513930053	0	0	0
"40837"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001474647408024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000591584707535	0	0	0	0	0	0
"7dba2"	0	0	0.020958868221116	0	0	0	0	0	0	0	0	0.007715041219474	0.093693147362038	0	0	0	0	0	0	0	0	0.041763984006967	0.025629632621736	0	0	0	0	0	0	0	0	0	0.052959903631045	0	0	0	0	0	0	0
"5ed29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01568544700007	0	0	0	0.00310902024954	0	0	0	0	0	0.001987526557467	0	0	0	0	0.000785193494111	0	0	0	0	0.002883975449235	0	0	0	0	0	0
"c7e61"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000339924083621	0.000474214582098	0	0	0
"98303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006708938433217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3fccc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002857959416976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002551209051246	0.003807556080283	0	0.00231179608773	0	0	0
"374a8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022765469824293	0	0	0	0	0	0	0	0	0	0.00201121749476	0	0	0	0
"ddd69"	0	0	0	0.003772695119076	0	0	0	0	0.014585764294049	0	0	0	0	0	0.002973785434916	0	0	0.001595418285948	0	0	0	0	0	0	0.003440843952055	0.00977845683728	0	0	0	0	0	0	0	0	0.00056080283353	0	0	0	0	0
"33db5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001376704872895	0	0	0	0	0	0	0	0	0	0	0	0
"58b07"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004200182272061	0	0
"ca484"	0	0	0	0	0	0	0	0	0.019836639439907	0	0	0	0	0	0	0.001739327712028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e5746"	0.001965338574236	0	0	0.037726951190757	0.019206145966709	0.035791757049892	0	0.012755102040816	0.048424737456243	0.000383141762452	0	0	0	0.007104171062812	0.009697126418205	0.005898589632094	0.001314661331809	0.018735937819595	0.002896835285323	0	0	0	0	0.002433006647934	0.031837259424509	0.045836516424752	0.00294502617801	0.001344688480502	0.002215367358385	0	0	0	0	0.004991495969829	0	0.007251713783922	0.001600474214582	0.003843563022546	0	0
"974a1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000342676992667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"baf1f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000665532795977	0.001918536009445	0	0	0	0	0
"f18ab"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001426476998058	0	0
"613d3"	0	0	0	0	0.019846350832266	0	0	0	0	0.000565590220763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3b0ae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002822663121293	0	0	0	0	0	0	0	0	0	0.003585835948005	0	0	0	0	0	0	0	0	0	0.002258588580259	0	0
"f5fd2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003354469216609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"91a1b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002532179784765	0	0	0	0	0	0	0	0	0	0.006922075251868	0	0.00733384262796	0	0	0	0	0	0	0	0.00114619537085	0	0	0	0	0	0
"611ad"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000619834710744	0.001727947425075	0	0	0	0
"36ede"	0	0	0	0	0	0	0	0	0	0	0	0.000342199408928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"aee85"	0	0	0	0	0.003841229193342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f326c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002618122315402	0	0	0	0	0	0	0	0	0	0.001088557341359	0	0	0	0	0	0	0	0	0	0	0	0
"2f9ce"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001180637544274	0.001756274432044	0	0	0	0
"ea421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056080283353	0.001076426264801	0	0	0	0
"78dfd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001595418285948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002258588580259	0	0
"2fc37"	0	0	0	0	0	0	0	0.035714285714286	0	0	0	0	0	0.005345712878948	0	0	0	0	0	0	0	0	0	0.000548283188267	0	0	0.003926701570681	0	0	0	0	0	0	0	0	0	0	0	0	0
"e78a6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002033572432153	0.001534828807556	0.000991445243896	0.000829875518672	0	0	0
"87f0d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000887377061303	0	0.001303042320548	0	0	0	0
"e7d59"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001806628457513	0	0	0.001741815446736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"05135"	0	0	0	0	0.002240717029449	0.005965292841649	0	0	0	0	0	0	0	0	0	0	0	0.002904479443649	0	0	0	0	0	0	0	0	0	0.000416213101108	0	0	0	0	0	0	0	0	0	0.000713238499029	0	0
"cbffb"	0	0	0	0	0	0	0	0	0	0.000529100529101	0	0	0	0	0.001454568962731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003993196775863	0.0043093270366	0.005070534247351	0.006135151155898	0	0	0
"ab7d8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002180488147992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000383707201889	0	0	0.001426476998058	0	0
"c22df"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000711122604002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001811728166827	0.000619834710744	0	0.000800237107291	0	0	0
"4b12c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001269185360094	0	0.000533491404861	0	0	0
"a6215"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005987065377473	0	0	0	0	0	0	0	0	0	0	0	0
"5458e"	0	0	0	0	0	0	0	0	0	0.000456121145776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001019772250864	0	0	0	0
"8f04c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004802458858936	0	0	0	0	0	0	0	0	0	0	0	0
"49fe1"	0	0	0.001571915116584	0	0	0	0	0	0	0	0	0.16935759838233	0.195876288659794	0	0	0	0	0	0	0	1	0.019199556628795	0.614141740552986	0	0	0	0	0	0	0	0	0	0.523855618654276	0	0	0	0	0	0	0.433847884507218
"12630"	0	0	0	0.003772695119076	0.007682458386684	0	0	0.017857142857143	0	0	0	0	0	0	0	0.005898589632094	0	0	0	0	0	0	0	0.0006168185868	0	0.003361344537815	0	0	0	0	0	0	0	0	0	0	0.000237107291049	0	0	0
"1d34a"	0	0	0	0	0.0297695262484	0	0	0.048469387755102	0	0	0	0	0	0.034395442076388	0	0	0.001057444984281	0	0	0	0	0	0	0.036906312110205	0	0	0.002208769633508	0	0	0	0	0	0	0.002292390741699	0.001062573789847	0	0	0	0.051940573534493	0
"f26c4"	0	0	0	0	0.010243277848912	0	0	0.025510204081633	0	0	0	0	0	0.005345712878948	0	0	0.000628751071735	0	0	0	0	0	0	0.0004112123912	0	0	0.001472513089005	0	0	0	0	0	0	0	0	0	0	0	0	0
"97682"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004745346696666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16a83"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001909854851031	0.002781413612565	0	0	0	0	0	0	0	0	0	0	0	0	0
"73580"	0	0	0	0	0	0	0	0	0	0	0	0.000466635557629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000501770956316	0	0	0	0	0
"135eb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001886253215204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001515935813059	0	0	0.000326022525193	0	0	0
"edc62"	0	0	0	0.013204432916765	0	0	0	0	0	0	0	0	0	0	0	0	0.001286081737639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002662131183909	0	0	0	0	0	0
"00c8b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001058721216017	0	0	0	0	0	0	0	0.002912754437667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
