"#_Constructed_from_biom_file"																										
"#OTU_ID"	"Tiberias_Head_09_2017"	"Maayan1_09_2017"	"Ein7_09_2017"	"Fuliya4_09_2017"	"Tiberias_Head_01_2018"	"Tiberias_Pool_01_2018"	"Gesher_hana_01_2018"	"Maayan1_01_2018"	"Ein7_01_2018"	"Fuliya4_01_2018"	"Tiberias_Pool_09_2018"	"Gesher_hana_09_2018"	"Maayan1_09_2018"	"Ein7_09_2018"	"Fuliya4_09_2018"	"Tiberias_Head_01_2019"	"Tiberias_Pool_01_2019"	"Gesher_hana_01_2019"	"Maayan1_01_2019"	"Ein7_01_2019"	"Fuliya4_01_2019"	"Tiberias_Head_06_2018"	"Tiberias_Pool_06_2018"	"Tiberias_Pool_09_2017"	"Gesher_hana_09_2017"	"Nur_09_2017"
"0008a"	0	0	0.089858793324775	0.172348484848485	0	0	0	0	0.016039707419018	0.043558169454145	0	0	0	0.007284601858829	0.369816017973162	0	0	0.038756476683938	0	0	0	0	0	0	0	0
"6fccb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153307888040712	0	0	0	0	0	0	0
"b6c6d"	0	0	0	0	0	0	0	0	0	0.013661704343564	0	0	0.187046670085721	0	0	0	0	0	0.140451319137539	0	0	0	0	0	0	0
"894b4"	0	0.307142857142857	0.016688061617458	0	0	0	0	0.019158878504673	0.003761755485893	0	0	0	0.026741885852443	0	0	0	0	0.052020725388601	0.010144636400161	0.30840543881335	0	0	0	0	0.470731707317073	0
"a0646"	0	0	0	0	0.097636343922802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056131260794473	0	0	0	0
"d1ac7"	0	0	0	0.071969696969697	0	0	0	0.129205607476636	0	0.091772345769773	0	0	0.042860282804601	0	0.010231343736718	0	0	0.050086355785838	0.025780099102719	0	0.083583208395802	0	0	0	0	0
"265f3"	0	0	0.125802310654686	0	0	0	0	0	0.629258098223615	0	0	0.124661246612466	0	0.019760529180273	0	0	0	0.002141623488774	0	0	0	0	0	0	0	0
"a1b53"	0	0	0.056482670089859	0	0	0	0	0	0.01123301985371	0	0	0	0	0.072762287532446	0	0	0	0	0	0.100123609394314	0	0	0	0	0	0
"0f550"	0	0	0	0	0	0	0	0.228271028037383	0.013218390804598	0.069411260185015	0	0	0.005494908051872	0	0.060811221082033	0	0	0.018721934369603	0.163552966385429	0	0	0	0	0	0	0
"1fada"	0	0	0	0	0	0	0	0.05607476635514	0	0.002328003430742	0	0	0.037511905634112	0.024393647603896	3.03600704353634E-05	0	0	0.017478411053541	0.006729610285255	0	0	0	0	0	0	0
"e7b66"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328704663212435	0	0	0	0	0	0	0	0
"c0e80"	0	0	0	0	0.227312154396617	0	0	0	0	0	0	0	0	0	0	0.026618763778885	0	0	0	0	0	0	0	0	0	0
