	"10B-917"	"10W-118"	"10W-119"	"10W-917"	"10W-918"	"11B-118"	"11B-119"	"11B-917"	"11B-918"	"11W-118"	"11W-119"	"11W-917"	"11W-918"	"12B-118"	"12B-119"	"12B-618"	"12B-917"	"12B-918"	"12W-118"	"12W-119"	"12W-618"	"12W-917"	"12W-918"	"13W-118"	"13W-119"	"13W-917"	"13W-918"	"14B-118"	"14B-119"	"14B-618"	"14B-917"	"14B-918"	"14W-118"	"14W-119"	"14W-618"	"14W-917"	"14W-918"	"16W-118"	"16W-119"	"16W-917"	"16W-918"	"5B-118"	"5B-119"	"5B-917"	"5B-918"	"5W-118"	"5W-119"	"5W-917"	"5W-918"	"6B-118"	"6B-119"	"6B-917"	"6B-918"	"6W-118"	"6W-119"	"6W-917"	"6W-918"	"8W-118"	"8W-119"	"8W-917"	"8W-918"	"9B-118"	"9B-119"	"9B-917"	"9B-918"	"9W-118"	"9W-119"	"9W-917"	"9W-918"
"4cddb0a966c4bae93ebc3da0af632417"	0	0	0	0	0	0	93	0	0	0	0	48	18	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	169	0	0	247	11	0	0	0	0	0	0	0	0	183	0	0	0	117	15	0	0	0	0	0	0	0	0	21	0	0	0	0	95	96	0	0	0	0	0	0
"c9b59be36fd3c73bf0f0ebe2a9f1b115"	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	141	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	652	7	83	0	0	0	0	0	0	0	0	0
"0a31f4277a35767af0e58364b0b9840e"	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	131	0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	91	0	61	0	0	0	0	0	0	0	0	0
"e92840869dc8bcf5622e7d9208e7f4a4"	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	532	0	20	0	0	0	0	0	0	0	13	0	23	0	0	0	0	0	276	49	20	7	0	0	0	0	0	0	0	31	0
"27a20d672909efe8653b31be32808cb2"	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	113	194	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
"c6db54b103a836051461ae75af5a3489"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	2907	131	0	0	0	0	0	0	0	0	0
"d6f1b4b855580c30ab824723f8061bc5"	0	0	0	0	83	0	16	0	20	7	35	10	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0
"993db4df994f5a698a8a5e537b94a4c1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5008	4345	57178	35087	0	0	0	0	0	0	0	0
"d1e865b4450ef1a13fd892444314a811"	0	11	0	0	0	0	26	108	0	65	27	66	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	38	0	44	0	0	39	59	0	0	0	0	0	0	0	0	0	0	0	0	3	46	9	49	0	0	55	0
"e24e5d5b47827fcf19d4f0070d1389ea"	0	91	0	0	0	0	102	73	0	0	0	129	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	66	64	0	0	0	0	0	0	0	0	0	0	0	0	0	77	16	0	0	0	0	0
"2cd626373341bc7d20691101d72f5043"	0	106	0	0	14	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	29	18	4	17	0	0	0	11	203	0	0	0	0	3	2	0	0	0	0	0	20	42	0	23	15	0	0	9
"a66ec6c5577c8e5fa0da54980bd5dd96"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32761	30397	16703	5278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7f9209744c7189da991c0b1556ce97f7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	9	0	976	32	0	107	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e20d43f8e96b1e0c562b52525255ef89"	0	0	113	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	102	0	0	0	0	0	0	0	0	0	0	0	167	0	0
"bfd6fa049df3d223bc35cc04914d7d05"	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	690	1318	22	0	0	0	22	0	9	0	0	0
"3b8bad26fb59f0b826f093a0251e03e5"	0	50	0	0	0	12	0	0	0	67	220	257	17	0	0	0	0	0	0	39	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	741	6	208	45	0	0	0	0	290	0	167	33	0	0	0	0	113	0	0	0	0	27	622	0
"4214085eac56ff38566f3776b372a7d1"	0	159	0	3	0	0	77	0	0	47	77	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	16	3	0	0	0	9	0	0	103	38	0	265	0	0	0	0	81	167	4	4	11	8	21	15
"b8807e1ce3c94395e3905c139586dc32"	0	1189	0	0	0	0	393	84	0	229	0	25	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	197	0	578	56	0	0	0	0	0	0	85	174	0	0	0	0	327	404	103	205	0	0	3697	0
