"#_Constructed_from_biom_file"																																								
"#OTU_ID"	"Barbutim_09_2017"	"Haon_09_2017"	"Tiberias_Head_09_2017"	"Maayan1_09_2017"	"Ein7_09_2017"	"Fuliya4_09_2017"	"Tiberias_Pump_09_2017"	"Gesher_hana_09_2017"	"Nur_09_2017"	"Barbutim_01_2018"	"Haon_01_2018"	"Tiberias_Pump_01_2018"	"Tiberias_Pool_01_2018"	"Gesher_hana_01_2018"	"Nur_01_2018"	"Maayan1_01_2018"	"Ein7_01_2018"	"Fuliya4_01_2018"	"Barbutim_09_2018"	"Haon_09_2018"	"Tiberias_Head_09_2018"	"Tiberias_Pump_09_2018"	"Tiberias_Pool_09_2018"	"Gesher_hana_09_2018"	"Nur_09_2018"	"Maayan1_09_2018"	"Ein7_09_2018"	"Fuliya4_09_2018"	"Barbutim_01_2019"	"Haon_01_2019"	"Tiberias_Head_01_2019"	"Tiberias_Pump_01_2019"	"Tiberias_Pool_01_2019"	"Gesher_hana_01_2019"	"Nur_01_2019"	"Maayan1_01_2019"	"Ein7_01_2019"	"Fuliya4_01_2019"	"Tiberias_Head_06_2018"	"Tiberias_Pool_06_2018"
"801ac"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065654843110505	0.003594744236014	0	0	0	0	0	0	0	0	0	0.00358063592094	0.029510961214165	0	0	0	0	0	0	0	0	0	0.103202099737533	0	0
"88adc"	0	0	0.035860936216808	0	0	0	0	0	0	0	0	0.001666327982117	0.019981983457538	0	0	0	0	0	0	0	0	0.002895908188985	0.007807042774376	0	0	0	0	0	0	0	0	0	0.012318807020794	0	0	0	0	0	0	0.049364582668114
"28a55"	0.030309833857207	0	0	0	0	0	0	0	0	0.042885379883181	0	0	0	0	0.003405679981529	0.023362892223738	0	0	0.005857341200972	0	0	0	0	0	0	0	0	0	0.004746201497827	0	0	0	0	0	0	0	0	0	0	0
"018e5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111117524821057	0	0.16915957358896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5c07e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114950634696756	0.135280553420446	0.11275758277379	0.105466448445172	0	0	0
"80025"	0	0	0	0	0.01984126984127	0	0	0	0	0	0	0	0	0	0	0	0	0.01643598615917	0.056577577230129	0	0	0	0	0.005376795765773	0	0	0	0.014631484971729	0.026628039572226	0	0	0	0	0	0	0	0	0.079265091863517	0	0
"4adde"	0.024921418949259	0	0	0.012479871175523	0.060846560846561	0.049046321525886	0	0.143968871595331	0	0.000755102494059	0	0	0	0.124317617866005	0	0	0	0	0.041088163832003	0	0	0	0	0.031252625388558	0	0.175756407785701	0	0	0	0	0	0	0	0.013839915373766	0	0.005962028247279	0	0	0	0
"086ec"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049627791563276	0	0	0.001611437071316	0	0	0	0	0	0	0	0	0	0	0.456403134609662	0.019847751718187	0	0	0	0	0	0	0	0	0	0	0
"e6c75"	0	0	0	0	0	0	0	0	0	0	0	0.188782767730136	0	0	0	0.009720327421555	0	0	0	0	0	0	0.052574269630604	0	0	0	0	0	0	0	0	0	0	0	0.001811793126167	0	0	0	0	0.351938182514848
"94a41"	0	0	0	0.005233494363929	0	0	0	0	0	0	0	0	0	0.022332506203474	0	0	0	0	0.001605345366192	0	0	0	0	0.196421070318407	0	0.010406629408364	0	0	0	0	0	0	0	0.002115655853315	0	0	0	0	0	0
"bf1a9"	0	0.310692375109553	0	0	0	0	0	0	0	0	0.064764125439308	0	0	0	0	0	0	0	0	0.014084195141396	0	0	0	0	0	0	0	0	0	0.025965774313792	0	0	0	0	0	0	0	0	0	0
"18e4b"	0	0	0	0	0	0	0	0	0	0.001754502853843	0	0	0	0	0	0.010914051841746	0	0	0	0	0	0	0	0	0	0	0	0	0.001756710944001	0	0	0.069886140557519	0	0	0.001427473372131	0	0	0	0	0
"4d0a2"	0	0	0	0	0	0.066757493188011	0	0	0	0.000954982566016	0	0	0	0	0	0	0	0	0.091200971884762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"38d50"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004563039381014	0	0	0.085998951232302	0	0	0	0	0	0	0.213228346456693	0	0
"0d760"	0	0	0	0	0.047619047619048	0.024523160762943	0	0.035019455252918	0	0	0	0	0	0.022828784119107	0	0.012619372442019	0	0.049826989619377	0	0	0	0	0	0.170041166092582	0	0.107342455193679	0.006158693784016	0.007439738121218	0	0	0	0	0	0	0	0	0	0.005354330708661	0	0
"fc3b4"	0	0	0	0.005233494363929	0.067460317460318	0.055858310626703	0	0.023346303501946	0	0	0	0	0	0.084367245657568	0	0.019099590723056	0.002685728452194	0.073875432525952	0	0	0	0	0	0.1128286986474	0	0.011370206205435	0	0.009572463049301	0	0	0	0	0	0.002644569816643	0	0	0	0.017217847769029	0	0
"7ae0a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254151135208	0	0	0	0.226198871650212	0.378115735148787	0.204098170872887	0.317381342062193	0	0	0
"b6cea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100669591318402	0	0.155069828939757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000274514110025	0.001794396851123	0.001243862520458	0	0	0
"c7a4a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107196029776675	0	0	0	0	0	0	0	0	0	0.074687053683945	0	0	0	0	0	0	0	0	0	0.031117771509168	0	0	0	0	0.098670544245949	0
"a5ec2"	0	0	0	0.013687600644122	0	0	0	0.120622568093385	0	0	0	0	0	0.057320099255583	0.020376356499654	0.035641200545703	0	0	0	0	0	0	0	0.012685877509872	0	0	0.537954740761959	0.007390139867077	0	0	0	0	0	0	0	0	0	0.043044619422572	0	0
"32c1a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082366984993179	0.001032972481613	0	0	0	0	0	0	0	0.164213564213564	0.040855656195799	0	0	0	0	0	0	0	0	0.019435598989788	0.008624681639268	0.006743044189853	0	0	0
"976a1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00545905707196	0	0	0	0.041868512110727	0	0	0	0	0	0.011257666134588	0	0.030063596068607	0	0.005852593988692	0	0	0	0	0	0.013046544428773	0	0	0	0.180157480314961	0.190901537183216	0
"e2174"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009120295543754	0.016882673942701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060736953455571	0.072910947622708	0.083178976614957	0.072995090016367	0	0	0
"a4789"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041872355430183	0.033655429889096	0.034440842787682	0.026906710310966	0	0	0
"41877"	0.089582397844634	0	0	0	0	0	0	0	0	0.036355964199258	0	0	0	0	0	0	0	0	0.002256161055189	0	0	0	0	0	0	0	0	0	0.003513421888002	0	0	0	0	0	0	0	0	0	0	0
"e5162"	0	0	0	0	0	0	0	0	0	0.132231772047882	0	0	0	0.029528535980149	0.002943892865389	0.024556616643929	0	0	0	0	0	0	0	0.019574897084769	0	0	0	0	0.006811107344285	0	0	0	0	0	0	0	0	0	0.175737432488575	0
"6899f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301893327176172	0	0.2840674324436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"427c6"	0	0	0	0	0	0	0	0	0	0.018433384413796	0	0	0	0	0	0	0	0	0.004685872960778	0	0	0	0	0	0	0	0	0	0.250716553148211	0	0	0	0	0	0	0	0	0	0	0
"301d2"	0	0.057259713701432	0	0	0	0	0	0	0	0	0.303798323871317	0.001137980085349	0	0	0	0	0	0	0	0.287131563212791	0	0	0	0	0	0	0	0	0	0.264571331751949	0	0	0	0	0	0.001736513081732	0	0	0.015787287079352	0
"83414"	0	0	0	0.031803542673108	0.116402116402116	0	0	0	0	0	0	0	0	0	0	0	0.001115610280142	0	0	0	0	0	0	0.011845753171469	0	0.101560994411255	0	0.152316238468406	0	0	0	0	0	0	0	0	0	0	0	0
"3e8b8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008485338259063	0	0.003512106437485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151445698166432	0.064291204567915	0.132090761750405	0.130605564648118	0	0	0
"e21c9"	0	0	0	0.020933977455717	0	0	0	0	0	0	0	0	0	0.059553349875931	0.012006465019626	0.060197817189632	0	0	0	0	0	0	0	0	0.042929292929293	0.026594719599152	0.007447722715554	0	0	0	0	0	0	0.010754583921016	0	0.042544570502431	0.007528641571195	0	0	0
"0008a"	0	0	0	0	0.100529100529101	0.145776566757493	0	0.159533073929961	0	0	0	0	0	0.049875930521092	0	0	0	0	0	0	0	0	0	0.049231286230362	0	0	0	0.204741593095923	0	0	0	0	0	0.010930888575458	0	0	0	0	0	0
"83b0e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031294076163611	0.049687053914571	0.073859689742996	0.057545008183306	0	0	0
"eaa3e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494446372787227	0	0	0	0	0	0	0	0	0	0.002003266865966	0	0	0	0	0	0	0	0	0	0	0
"94f7b"	0.045352492141895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098880597014925	0	0	0	0	0	0	0	0	0	0.001171140629334	0	0	0	0	0	0	0	0	0	0	0
"05226"	0	0	0	0.09219001610306	0.079365079365079	0	0	0.124513618677043	0	0	0	0	0	0.091315136476427	0	0	0.00090901578382	0.028546712802768	0	0	0	0	0	0.155759052339746	0.033116883116883	0.212950472152631	0	0	0	0	0	0	0	0.013751763046545	0	0.002546885853207	0.002880523731588	0	0	0
"27ffb"	0	0	0	0.034621578099839	0.052910052910053	0.250681198910082	0	0	0	0	0	0	0	0.005210918114144	0.007273147079196	0.012619372442019	0.001611437071316	0.26401384083045	0	0	0	0	0	0	0	0.022547697051455	0.005585792036666	0.005604602717984	0	0	0	0	0	0.003173483779972	0	0.007177587404492	0	0.015853018372704	0	0
"894b4"	0	0	0	0.02133655394525	0.026455026455027	0	0	0.147859922178988	0	0	0	0	0	0.055334987593052	0.00225121219118	0	0	0	0	0	0	0	0.01129966717344	0.02822817777031	0	0.018693389863172	0.056144371240332	0	0	0	0	0	0	0.007581100141044	0	0	0	0	0.046530951391774	0
"dde8d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163876702839991	0	0.313403850921411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048836389280677	0.083287580981663	0.045438758971984	0.072209492635025	0	0	0
"ea057"	0	0	0	0	0	0	0	0	0	0	0.387959583671262	0	0	0	0	0.007332878581173	0	0	0	0.661270677857254	0	0.017643588781037	0	0	0.050793650793651	0	0	0	0	0.614728058285327	0	0	0	0	0	0	0	0	0.378687162442875	0
"0b32a"	0.024696901661428	0	0	0	0	0	0	0	0	0.264285872920692	0	0	0	0	0	0	0	0	0.012886150642138	0	0	0	0	0	0	0	0	0	0.57114679323204	0	0	0	0	0	0	0	0	0	0	0
"076bc"	0	0	0	0.018115942028986	0	0	0	0	0	0	0	0	0	0	0	0.070600272851296	0	0	0	0	0	0	0	0	0.318037518037518	0.038157641164001	0.006301919220854	0	0	0	0	0	0	0.009608603667137	0.011474689799056	0.008624681639268	0.01721767594108	0	0	0
"f01d3"	0	0	0	0	0	0	0	0	0	0.030115264174829	0	0.001910180857549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011834684254323	0	0	0.631540374296558	0	0	0	0	0	0	0	0
"0f550"	0	0	0	0.01207729468599	0.071428571428572	0	0	0	0	0	0	0	0	0	0.090279381205264	0.016712141882674	0	0.26401384083045	0	0	0	0	0	0	0	0.034688764694546	0.274706387854483	0.04434083920246	0	0	0	0	0	0.02697461212976	0	0	0	0.023517060367454	0	0
"eba37"	0	0	0	0	0	0	0	0	0	0	0	0	0.005404962738514	0	0	0	0	0	0	0	0	0.002520512683005	0	0	0	0	0	0	0	0	0	0	0.125040522391516	0	0	0	0	0	0	0
"cb6be"	0	0	0	0	0	0	0	0	0	0	0	0.000528347896769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06821655166026	0	0	0	0	0	0	0
"facd4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027295285359802	0	0.09362210095498	0	0.017993079584775	0.001865671641791	0	0	0	0	0.019826934386289	0.080519480519481	0	0	0	0	0	0	0	0	0	0.013670802679258	0	0	0.008398950131234	0	0
"b8e9e"	0	0	0	0	0	0	0.847457627118644	0	0	0	0	0.024385287543182	0	0	0	0	0	0	0	0	0	0.585777873116319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"daf32"	0	0	0	0	0	0	0	0	0	0.01687876163191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006379634480846	0	0	0.298573485145923	0	0	0	0	0	0	0	0
"30a35"	0.011225864391558	0.596406660823839	0.022994798795511	0.018921095008052	0.079365079365079	0.070844686648501	0	0	0	0	0.185016220600162	0	0	0	0	0	0	0	0	0.024536616692872	0	0	0	0	0	0	0	0	0	0.044518807184006	0	0	0	0	0	0	0	0	0	0
"2e560"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520618130733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048307475317348	0.038706489513561	0.048101412363973	0.044451718494272	0	0	0
"d5fd7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027767983074753	0.030525969034808	0.045091456355638	0.070310965630115	0	0	0
"ef3e7"	0.008531656937584	0	0	0	0	0	0	0	0	0.120172341039821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005547508244214	0	0	0	0	0	0	0	0	0	0	0
"849c0"	0.757296811854513	0.007303534910897	0.013961127840131	0.5	0	0.194822888283379	0	0	0	0.001687876163191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000381226702813	0	0	0	0	0	0	0	0	0	0
