"feature_ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"20709"	"20709"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"88872"	"88872"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"ded30"	"ded30"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"9eb78"	"9eb78"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"8e117"	"8e117"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"7e548"	"7e548"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"29215"	"29215"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"339ee"	"339ee"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"2b4ed"	"2b4ed"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"f3693"	"f3693"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"eebbc"	"eebbc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"10d03"	"10d03"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"a3ebd"	"a3ebd"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"95617"	"95617"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"5cda9"	"5cda9"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"78eb9"	"78eb9"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"a2c38"	"a2c38"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"0b768"	"0b768"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"6ed56"	"6ed56"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"f6f00"	"f6f00"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"bef7a"	"bef7a"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"f8571"	"f8571"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"b949a"	"b949a"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"5ec4f"	"5ec4f"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"5c52e"	"5c52e"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"f80bf"	"f80bf"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"516eb"	"516eb"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"387f4"	"387f4"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"84bd2"	"84bd2"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"3a5ea"	"3a5ea"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"8ff77"	"8ff77"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"a4852"	"a4852"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"bc98f"	"bc98f"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"9a022"	"9a022"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"0f194"	"0f194"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"a7247"	"a7247"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"52f4a"	"52f4a"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"a3638"	"a3638"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"681e9"	"681e9"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"74bcf"	"74bcf"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"9f5db"	"9f5db"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"4ac68"	"4ac68"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"ac978"	"ac978"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"7e434"	"7e434"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"a724c"	"a724c"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"92cab"	"92cab"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"35ab0"	"35ab0"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"0a310"	"0a310"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"da7a3"	"da7a3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"e51ed"	"e51ed"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"7df63"	"7df63"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"27f54"	"27f54"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"96091"	"96091"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"a2aad"	"a2aad"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"81941"	"81941"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"017a9"	"017a9"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"54ee9"	"54ee9"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"44b82"	"44b82"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"5c316"	"5c316"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"42d36"	"42d36"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"0c74c"	"0c74c"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"e08ad"	"e08ad"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"5f845"	"5f845"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"48f22"	"48f22"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"094e4"	"094e4"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"6fed2"	"6fed2"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"b0bba"	"b0bba"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"212fd"	"212fd"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"88ba3"	"88ba3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"7eb3e"	"7eb3e"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"f1ba4"	"f1ba4"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"5e059"	"5e059"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"7df1a"	"7df1a"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"ead8f"	"ead8f"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"b6c0e"	"b6c0e"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"eb39c"	"eb39c"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"7a4bc"	"7a4bc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"4a864"	"4a864"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"f30aa"	"f30aa"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"6a3ae"	"6a3ae"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"c3732"	"c3732"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
