	"8W-719"	"16W-719"	"12W-719"	"9W-719"	"6W-719"	"5W-719"	"12B-719"	"9B-719"	"6B-719"	"5B-719"	"13W-719"	"11W-719"	"10W-719"	"8W-811"	"16W-811"	"13W-811"	"14W-811"	"11W-811"	"10W-811"	"9W-811"	"6W-811"	"5W-811"	"12B-811"	"14B-811"	"11B-811"	"9B-811"	"6B-811"	"5B-811"	"8W-819"	"16W-819"	"12W-819"	"13W-819"	"14W-819"	"11W-819"	"10W-819"	"9W-819"	"6W-819"	"5W-819"	"14B-819"	"11B-819"	"9B-819"	"6B-819"	"5B-819"	"8W-911"	"16W-911"	"12W-911"	"13W-911"	"14W-911"	"11W-911"	"10W-911"	"9W-911"	"6W-911"	"5W-911"	"12B-911"	"14B-911"	"11B-911"	"9B-911"	"6B-911"	"5B-911"	"12W-816"	"12B-816"	"14W-816"	"14B-816"	"14B-719"	"11B-719"	"10B-719"	"12W-811"	"12B-819"	"14W-719"
"a23c20590632ccc852935ed5148c7747"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"28dfee6832d6123971186275086de737"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"923b830a618a87a43261421ac21cb02e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2fb1f8860694bb90f3e01cba908b9d3b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
"019f854f9c5bc1932377fa0d0085fa42"	0	0	0	0	0	50	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3f30c0900282af52bf5622e4b42302bc"	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"53d9c45396e92368679bede5026fce1d"	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	120	0	0	0	47	0	0	609	32	0	0	0	0	0	0	72	0	0	0	0	0	0	25	0	40	0	0	0	0	0	3289	0	0	0	0	0	0	0	0	0	0	0
"b111a42fe16b2f0bf537896d8fe2ecc2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	136	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2fc2f569c957f0c376e55d87a27e5fca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0a63379afe4c988b2febf55c413ae7f8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1dc4ba74b2f2ed784c1a7c00b8316182"	0	0	0	0	14	0	0	0	0	0	0	0	36	0	0	0	0	0	0	163	0	69	0	0	0	31	0	16	0	0	0	0	0	0	0	57	0	0	0	0	23	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
"40e2c3e2b74e819a351a70c467a084cf"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"41baba9e9c8fe24e5d641b8b21478bc1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	7	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	105	0	646	0	353	0	0	0	0	0	0	0	0	0
"a63dc2bc66a6792c1eb3f3df3eda307a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6bfe7bdb8c3de735586ce83dce88aad2"	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2724005c9fcda85439f5c37b299aa3eb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	550	276	467	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
"f743543821098eee05a65c0fd819af1c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
"de3d48bf2f5a3b1b5fbb1d78675df0ed"	0	0	0	0	17	0	0	0	17	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
"e570da6dde4d90a32abb4d39e97801ac"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	595	0	0	0	0	341	0	0	0	0	0	0	0	0	0	983	0	0	0	0	57	251	0	0	0	0	0	0	0	0	0	0
"4f663fd0bf0b41b116c351e6f6fdb926"	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cfe350b642c93ef7ebdc06f4e07a0ba1"	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c5f030b2635d469c8aa1519bcf00c1f7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a05962b5bbee269b574789ad538e5764"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	96	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3c0f954d837efe63092e3c00a6bf4ba7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a36d853da7809656ae7d1d70e81e9613"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4e77acba3b27fc910d3fa9e721754689"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6dfa412496bd931a756284d65d7779a0"	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	42	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"722690984c887653d7cf551b236491fc"	0	0	0	0	77	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d92caa7b4eead1c5de7ae81123ce09ba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cfc6ac31be0cb1429efdf3d1f4896e51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f4191bfd0fa8e6c01139863ffec78fbb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"140cd91b466b2d325b587e1b26986e74"	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	24	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	175	0	0	0	0	0	0	0	16	23	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0
"6cbc017aaa611c119b286461320037f9"	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	15	0	0	0	54	0	0	0	0	0	0	0	0	0	60	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ed160873ec350e9d5a572110b562f8e4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"75e35a4bcbc45f86fea6a44d2f4f3864"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0
"0f0e33d7b69bc2c4f342e2f172594583"	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f3b1363e3483bcda2fc3fa0b0cbfcf4c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	219	197	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ea50ac018485992aea7469fa8fbdbbad"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"196bfab2e93064e0b9330eef519f64e5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	104	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	97	0	165	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"946caf8ea69cb684a0dae83eab7716fa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
"cac3d2c758a3e9acf6047c5691e326c3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c94e2ef449cd3ee995c4ded4b7fcbef0"	0	0	0	24	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	81	0	0	0	0	0	0	0	38	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fb1749966ab79cadf198fe475cdfd087"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	431	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
"d5afa73f1c57c14b7842e9507d6ec5e7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8523300e9fed82e90fbb3f84694d10e9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	133	0	0	297	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0
"db508c64360647ef531f2e3515388adc"	0	0	131	0	0	0	136	0	0	0	0	0	0	0	0	41	244	0	0	0	0	0	2655	1668	0	0	0	0	0	0	0	54	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	329	0	0	0	0	0	0	70	773	1487	0	0	0	0	0	0
"f2b1a8cd386f60eb0e5e5832516915b7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"43adb6622d97e6a9a31bfe8c9a954a5e"	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"729bb2eaae3ae9e868462b98dee26c85"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"364e95a2b576f9e0d7986b020d683123"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"492e1db5f792335dc4b6169d10679e74"	0	0	0	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	45	100	0	0	0	417	47	127	0	0	0	0	0	17	0	20	0	136	0	0	60	0	112	0	0	0	0	0	56	0	0	41	26	0	0	36	173	0	0	0	0	0	0	0	0	0	0	0	0
"6a6ab36e9e3bee08dfab898683d21228"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8c2d243966247f70a2a3942846bc9735"	0	0	0	0	0	14	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"38a87a79951dee48c889d94336728a55"	135	0	0	0	0	0	0	0	0	0	0	0	0	1931	0	0	0	0	59	137	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	26	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a61202fa90e4349443fa08700d4018e5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1925	0	4094	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2d4169b85e8ed84f2913e1057809ebde"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b2e786781ffc563952a96c6ceaed85da"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c04d0a62b7346e7b6bc1fc651f882397"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0
"02a6e16b1f019dbf8f5dc85e46f25843"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0e68b69cefb6222411b49497cb951606"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	128	0	42	36	0	0	0	504	67	68	0	0	0	0	0	0	0	19	0	0	0	0	38	0	50	0	0	0	0	0	33	0	0	0	75	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
"b9acbc3e18805df2b7f1ac898aa14d80"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"349917b19485f86be20b12783a21d3c1"	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e78f61d1304b2a3b0ff80f9804bcaaf0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7b560c8e074657c02c9cb0cc04c0e6d1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5f8287d593dbdb9f1b3bd64f45ce70c2"	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6f8f622190df9c8cdefc9102eb43e38d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	262	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"396142aaa89b3b8cfec081d372fdfede"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
"e977f44754128530cab236e7bae81884"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1d62e357d2b69c81bc2ab394754eac49"	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"87645ccd292ba088f9988f88974a07b7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	45	70	48	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b85bb6c57417d8ad43862cf54bb28641"	0	0	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	517	0	0	0	0	0	31	0	0	0	991	0	0	0	3174	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d210de35985197ed593665a732e266ef"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d4cbc216d6ee85a0f4d8cf9ddeb611de"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	85	96	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7c69690b2fb0c0f0df3806502460d875"	0	0	0	0	29	0	0	0	0	0	0	0	49	0	0	31	0	49	0	123	0	252	0	0	0	544	0	700	0	0	0	0	0	0	0	210	0	38	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
"26136790e34724cafadec75b8571a1d7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	355	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"549d5e7d03901eb2e691b786d093bece"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c332a924a9de71f6de1d7843fc36f8b6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	136	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	104	0	0	0	0	338	0	0	0	0	0	40	0	0	26	57	0	0	0	0	66	76	0	0	0	0	0	0	0	0	0	0
"7346b1ffe8e042a98830ae37fec620d2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cdd98d630639f34bad7be81770c97b96"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"61bb09b7a2f4199c745111e876a65432"	0	0	0	0	13	0	0	0	0	0	0	12	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	789	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	146	0	0	0
"f502fe0b1b634aeb19de4b6ad4b03167"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0bc45a98cc25156342015eb430c9743a"	0	0	0	0	20	63	0	0	0	31	0	0	0	0	0	0	0	184	0	0	0	308	0	0	0	0	74	6742	0	0	0	0	0	258	0	0	0	222	0	108	0	0	0	0	0	592	0	0	124	0	0	0	64	0	0	927	0	0	0	0	0	0	0	0	0	0	0	0	0
"55aeed8eeca3e7121050c70b7bfe0ae4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	252	99	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
